sf,ue_index,qci,data_rate_kbits,hol_delay_ms,deadline_misses,packets,hol_delay_ms_sum
205000,1,0,0,0,0,0,0
205000,4,7,0,2,0,1,2
205000,5,0,0,0,0,0,0
205000,7,0,0,0,0,0,0
205000,10,0,0,0,0,0,0
205000,13,0,0,0,0,0,0
205000,14,0,0,0,0,0,0
205000,16,0,0,0,0,0,0
206000,1,7,237,2,0,6,12
206000,4,7,4768,17,0,62,550
206000,5,0,0,0,0,0,0
206000,7,9,0,49,0,435,20140
206000,10,9,15245,613,319,619,164994
206000,13,9,15327,87,0,129,7491
206000,14,0,0,0,0,0,0
206000,16,9,6,234,0,745,145942
207000,1,7,239,2,0,18,36
207000,4,7,4769,16,0,121,1087
207000,5,5,0,2,0,1,2
207000,7,9,0,1077,392,1000,451414
207000,10,9,14473,81,196,309,144744
207000,13,9,13941,89,0,113,6135
207000,14,9,269,2,0,2,4
207000,16,9,15325,732,799,996,1056013
208000,1,7,224,2,0,17,34
208000,4,7,4791,17,0,162,1532
208000,5,5,0,2,0,1,2
208000,7,9,0,2096,1000,1000,1448610
208000,10,9,7591,191,0,240,20601
208000,13,9,12159,54,0,78,2810
208000,14,0,0,0,0,0,0
208000,16,9,15306,681,999,999,1087968
208000,1,7,224,2,0,17,34
208000,4,7,4791,17,0,162,1532
208000,5,5,0,2,0,1,2
208000,7,9,0,2096,1000,1000,1448610
208000,10,9,7591,191,0,240,20601
208000,13,9,12159,54,0,78,2810
208000,14,0,0,0,0,0,0
208000,16,9,15306,681,999,999,1087968
209000,1,7,242,2,0,19,38
209000,4,7,4784,17,0,160,1509
209000,5,5,0,2,0,2,4
209000,7,9,0,3137,1000,1000,2455058
209000,10,9,8034,174,0,202,16137
209000,13,9,9160,61,0,86,2981
209000,14,0,0,0,0,0,0
209000,16,9,15166,655,999,999,956119
210000,1,7,194,2,0,18,36
210000,4,7,4580,16,0,98,890
210000,5,0,0,0,0,0,0
210000,7,9,0,4179,1000,1000,3447655
210000,10,9,7817,162,0,195,13649
210000,13,9,13203,47,0,90,3147
210000,14,0,0,0,0,0,0
210000,16,9,15165,598,999,999,835027
211000,1,7,227,2,0,17,34
211000,4,7,4787,17,0,164,1569
211000,5,5,0,2,0,1,2
211000,7,9,0,5200,1000,1000,4445156
211000,10,9,12568,50,0,96,3539
211000,13,9,12582,48,0,101,3752
211000,14,0,0,0,0,0,0
211000,16,9,14845,557,709,1000,514207
212000,1,7,223,2,0,16,32
212000,4,7,4777,17,0,145,1341
212000,5,0,0,0,0,0,0
212000,7,9,3,6184,1000,1000,5675783
212000,10,9,10810,67,0,93,3881
212000,13,9,11717,73,0,100,4529
212000,14,0,0,0,0,0,0
212000,16,9,14453,506,620,921,430835
213000,1,7,235,2,0,18,36
213000,4,7,4617,16,0,132,1196
213000,5,5,0,2,0,1,2
213000,7,9,9,6174,1000,1000,6104833
213000,10,9,12674,47,0,83,2778
213000,13,9,12972,69,0,93,4093
213000,14,0,0,0,0,0,0
213000,16,9,14181,457,617,917,429623
214000,1,7,242,2,0,19,38
214000,4,7,4640,17,0,148,1392
214000,5,0,0,0,0,0,0
214000,7,9,6,6189,1000,1000,6110793
214000,10,9,9095,42,0,62,1779
214000,13,9,13085,65,0,90,3820
214000,14,0,0,0,0,0,0
214000,16,9,13898,438,639,942,442456
215000,1,7,199,2,0,17,34
215000,4,7,3932,17,0,129,1210
215000,5,5,0,2,0,1,2
215000,7,9,24,6188,1000,1000,6144663
215000,10,9,7219,13,0,34,382
215000,13,9,12411,63,0,88,3630
215000,14,0,0,0,0,0,0
215000,16,9,14029,393,591,891,411239
216000,1,7,198,2,0,18,36
216000,4,7,4790,17,0,161,1508
216000,5,5,0,2,0,1,2
216000,7,9,52,6168,998,998,6238667
216000,10,9,4989,3,0,22,60
216000,13,9,12247,51,0,78,2693
216000,14,0,0,0,0,0,0
216000,16,9,13281,350,573,876,396359
217000,1,7,228,2,0,19,38
217000,4,7,4595,17,0,146,1360
217000,5,5,0,2,0,1,2
217000,7,9,82,6157,998,998,6215276
217000,10,9,13508,305,5,308,45590
217000,13,9,9425,28,0,51,1065
217000,14,9,0,2,0,1,2
217000,16,9,28,57,600,897,402006
218000,1,7,203,2,0,18,36
218000,4,7,4666,16,0,158,1462
218000,5,5,0,2,0,1,2
218000,7,9,286,5146,1000,1000,5844904
218000,10,9,13676,228,427,658,244306
218000,13,9,4237,3,0,19,45
218000,14,0,0,0,0,0,0
218000,16,9,44,80,202,869,206223
219000,1,7,18,2,0,17,34
219000,4,7,3949,17,0,165,1723
219000,5,5,0,2,0,1,2
219000,7,9,755,4172,1000,1000,5007121
219000,10,9,12712,178,70,324,58398
219000,13,9,0,43,0,168,6285
219000,14,0,0,0,0,0,0
219000,16,9,6790,2,561,737,381422
220000,1,7,50,2,0,18,36
220000,4,7,4787,17,0,144,1344
220000,5,5,0,2,0,1,2
220000,7,9,1254,5113,1000,1000,4350797
220000,10,9,4355,2,418,569,239629
220000,13,9,11775,128,249,920,238679
220000,14,0,0,0,0,0,0
220000,16,9,4411,2,0,30,67
221000,1,7,213,2,0,20,40
221000,4,7,4760,17,0,143,1328
221000,5,5,0,2,0,1,2
221000,7,9,2899,5133,1000,1000,5274355
221000,10,9,0,20,0,44,701
221000,13,9,13945,77,669,926,462263
221000,14,0,0,0,0,0,0
221000,16,9,0,37,0,45,866
222000,1,7,243,2,0,19,38
222000,4,7,4702,18,0,161,1514
222000,5,5,0,2,0,1,2
222000,7,9,3059,5097,1000,1000,5140736
222000,10,9,5051,26,284,836,210975
222000,13,9,14845,528,290,522,169785
222000,14,0,0,0,0,0,0
222000,16,9,5686,5,135,957,153217
223000,1,7,241,2,0,20,40
223000,4,7,4798,17,0,160,1494
223000,5,5,0,2,0,1,2
223000,7,9,2817,6130,1000,1000,5173820
223000,10,9,13057,770,509,792,328134
223000,13,9,5378,5,0,24,202
223000,14,0,0,0,0,0,0
223000,16,9,11999,960,194,987,206955
224000,1,7,200,2,0,19,38
224000,4,7,4780,17,0,144,1349
224000,5,5,0,2,0,1,2
224000,7,9,9952,6093,1000,1000,6195062
224000,10,9,16099,708,420,754,238408
224000,13,9,15340,280,0,330,48057
224000,14,0,0,0,0,0,0
224000,16,9,11687,846,119,867,113412
224000,1,7,200,2,0,19,38
224000,4,7,4780,17,0,144,1349
224000,5,5,0,2,0,1,2
224000,7,9,9952,6093,1000,1000,6195062
224000,10,9,16099,708,420,754,238408
224000,13,9,15340,280,0,330,48057
224000,14,0,0,0,0,0,0
224000,16,9,11687,846,119,867,113412
225000,1,7,243,2,0,20,40
225000,4,7,4781,17,0,148,1367
225000,5,5,0,2,0,1,2
225000,7,9,0,3135,1000,1000,3285484
225000,10,9,15135,830,310,845,221125
225000,13,9,14627,514,221,552,137373
225000,14,0,0,0,0,0,0
225000,16,9,6659,920,57,921,68582
226000,1,7,242,2,0,19,38
226000,4,7,4771,17,0,160,1494
226000,5,5,0,2,0,1,2
226000,7,9,8184,2959,1000,1000,2373977
226000,10,9,3899,2,0,21,71
226000,13,9,3106,4,0,19,68
226000,14,0,0,0,0,0,0
226000,16,9,14451,802,543,846,353835
227000,1,7,243,2,0,18,36
227000,4,7,4775,17,0,144,1347
227000,5,5,0,2,0,1,2
227000,7,9,0,2123,1000,1000,2142234
227000,10,9,12582,613,339,647,166236
227000,13,9,15579,277,0,306,43151
227000,14,9,0,2,0,1,2
227000,16,9,12039,828,199,855,179752
228000,1,7,243,2,0,19,38
228000,4,7,4788,16,0,159,1508
228000,5,5,0,2,0,1,2
228000,7,9,0,2132,1000,1000,2133818
228000,10,9,12759,580,203,622,118001
228000,13,9,12678,378,117,429,86225
228000,14,0,0,0,0,0,0
228000,16,9,11852,772,231,832,178636
229000,1,7,210,2,0,19,38
229000,4,7,4567,15,0,145,1330
229000,5,5,0,2,0,1,2
229000,7,9,0,2128,1000,1000,2211118
229000,10,9,14008,472,192,500,104639
229000,13,9,14637,158,0,220,22145
229000,14,0,0,0,0,0,0
229000,16,9,12703,726,376,877,272183
230000,1,7,243,2,0,20,40
230000,4,7,3954,13,0,170,1731
230000,5,5,0,2,0,1,2
230000,7,9,12242,1730,1000,1000,1505843
230000,10,9,9074,428,76,443,36715
230000,13,9,13486,333,33,350,57048
230000,14,0,0,0,0,0,0
230000,16,9,12650,535,143,586,88685
231000,1,7,243,2,0,20,40
231000,4,7,3278,10,0,157,1458
231000,5,5,0,2,0,2,4
231000,7,9,0,38,248,950,285099
231000,10,9,13833,696,245,708,165141
231000,13,9,15014,413,115,419,86316
231000,14,0,0,0,0,0,0
231000,16,9,0,8,0,660,5248
232000,1,7,201,2,0,19,38
232000,4,7,2826,7,0,143,1340
232000,5,5,0,2,0,1,2
232000,7,9,14283,1661,722,1000,895265
232000,10,9,15241,356,279,589,207887
232000,13,9,3906,2,0,20,45
232000,14,0,0,0,0,0,0
232000,16,9,6112,2,128,295,112580
233000,1,7,243,2,0,20,40
233000,4,7,1595,3,0,140,1332
233000,5,5,0,2,0,1,2
233000,7,9,15791,629,996,996,859016
233000,10,9,4778,5,0,48,262
233000,13,9,5149,5,0,32,79
233000,14,0,0,0,0,0,0
233000,16,9,3965,3,0,17,44
234000,1,7,242,2,0,18,36
234000,4,7,4752,17,0,127,1199
234000,5,5,0,2,0,1,2
234000,7,9,2,1242,998,998,1026218
234000,10,9,7065,21,0,66,1794
234000,13,9,5638,3,0,29,68
234000,14,9,0,2,0,1,2
234000,16,9,16009,571,282,594,168524
235000,1,7,219,2,0,19,38
235000,4,7,4796,17,0,146,1363
235000,5,5,0,2,0,1,2
235000,7,9,15896,580,1000,1000,1174364
235000,10,9,5390,3,0,26,68
235000,13,9,8068,42,0,73,2263
235000,14,0,0,0,0,0,0
235000,16,9,4197,7,25,43,14507
236000,1,7,242,2,0,18,36
236000,4,7,4803,17,0,151,1373
236000,5,5,0,2,0,1,2
236000,7,9,15108,1565,998,998,1032470
236000,10,9,3992,3,0,18,47
236000,13,9,7087,33,0,56,1401
236000,14,9,0,2,0,1,2
236000,16,9,14619,284,0,295,40798
237000,1,7,211,2,0,18,36
237000,4,7,4768,16,0,154,1391
237000,5,5,0,2,0,1,2
237000,7,9,5,1096,1000,1000,998316
237000,10,9,4035,3,0,21,52
237000,13,9,4673,3,0,34,142
237000,14,9,0,2,0,1,2
237000,16,9,15274,492,204,511,126590
238000,1,7,242,2,0,19,38
238000,4,7,4707,17,0,145,1350
238000,5,0,0,0,0,0,0
238000,7,9,8,1071,1000,1000,1285959
238000,10,9,5377,2,0,26,67
238000,13,9,2163,6,0,16,70
238000,14,0,0,0,0,0,0
238000,16,9,15650,467,322,626,195679
239000,1,7,241,2,0,19,38
239000,4,7,4732,17,0,144,1352
239000,5,5,0,2,0,1,2
239000,7,9,20,2091,1000,1000,1583181
239000,10,9,1720,3,0,9,23
239000,13,9,4720,4,0,28,78
239000,14,0,0,0,0,0,0
239000,16,9,15537,391,584,899,424210
240000,1,7,242,2,0,19,38
240000,4,7,4793,16,0,162,1531
240000,5,5,0,2,0,1,2
240000,7,9,15182,1392,998,998,1633271
240000,10,9,2670,16,0,24,209
240000,13,9,3967,3,0,19,45
240000,14,9,0,2,0,1,2
240000,16,9,10483,111,182,314,95403
241000,1,7,208,2,0,20,40
241000,4,7,4624,17,0,146,1344
241000,5,5,0,2,0,1,2
241000,7,9,63,1046,999,999,829822
241000,10,9,6111,16,0,38,404
241000,13,9,1064,3,0,6,16
241000,14,0,0,0,0,0,0
241000,16,9,15322,333,34,342,56562
242000,1,7,240,2,0,19,38
242000,4,7,4608,17,0,145,1352
242000,5,5,0,2,0,1,2
242000,7,9,98,1027,999,999,1192298
242000,10,9,0,3,0,264,791
242000,13,9,15129,230,0,264,33657
242000,14,0,0,0,0,0,0
242000,16,9,164,49,256,575,131126
243000,1,7,221,2,0,19,38
243000,4,7,4794,18,0,173,1710
243000,5,5,0,2,0,1,2
243000,7,9,1,1972,1000,1000,1380430
243000,10,9,569,3,39,78,22259
243000,13,9,8315,10,0,47,424
243000,14,0,0,0,0,0,0
243000,16,9,14650,278,654,998,491107
244000,1,7,243,2,0,23,46
244000,4,7,3906,18,0,151,1440
244000,5,5,0,2,0,1,2
244000,7,9,1,3133,1000,1000,2382126
244000,10,9,13989,216,0,219,22752
244000,13,9,8455,30,0,45,952
244000,14,0,0,0,0,0,0
244000,16,9,469,1017,973,995,726943
245000,1,7,203,2,0,19,38
245000,4,7,4816,17,0,166,1568
245000,5,5,0,2,0,1,2
245000,7,9,441,4145,1000,1000,3495364
245000,10,9,451,27,83,356,54767
245000,13,9,13731,162,0,163,13186
245000,14,0,0,0,0,0,0
245000,16,9,385,37,626,843,478111
246000,1,7,241,2,0,20,40
246000,4,7,3863,17,0,161,1633
246000,5,5,0,2,0,1,2
246000,7,9,887,5181,1000,1000,4497219
246000,10,9,338,18,50,515,36769
246000,13,9,13585,140,163,448,104304
246000,14,0,0,0,0,0,0
246000,16,9,492,4,420,935,331033
247000,1,7,46,2,0,17,34
247000,4,7,3909,18,0,192,2166
247000,5,5,0,2,0,1,2
247000,7,9,1654,1060,998,998,2569889
247000,10,9,11146,137,18,357,19217
247000,13,9,9290,13,0,224,40269
247000,14,0,0,0,0,0,0
247000,16,9,0,20,78,432,35324
248000,1,7,110,2,0,19,38
248000,4,7,1865,4,0,156,1515
248000,5,5,0,2,0,1,2
248000,7,9,1638,1070,998,998,1236714
248000,10,9,12222,129,0,138,9038
248000,13,9,6514,3,0,30,80
248000,14,9,7,2,0,2,4
248000,16,9,107,27,359,631,206507
249000,1,7,243,2,0,18,36
249000,4,7,1371,4,0,156,1495
249000,5,5,0,2,0,1,2
249000,7,9,2700,1091,998,998,1292425
249000,10,9,8822,102,191,475,116350
249000,13,9,7083,3,0,36,108
249000,14,0,0,0,0,0,0
249000,16,9,21,11,219,672,139136
250000,1,7,242,2,0,19,38
250000,4,7,4754,17,0,151,1444
250000,5,5,0,2,0,2,4
250000,7,9,3865,1056,998,998,1207040
250000,10,9,8753,67,0,287,45142
250000,13,9,2843,3,0,12,32
250000,14,0,0,0,0,0,0
250000,16,9,1405,45,221,526,95525
251000,1,7,243,2,0,20,40
251000,4,7,2953,10,0,162,1537
251000,5,5,0,2,0,1,2
251000,7,9,7337,2050,1000,1000,1255873
251000,10,9,6247,43,52,346,62455
251000,13,9,1351,7,0,6,27
251000,14,0,0,0,0,0,0
251000,16,9,390,21,477,814,302457
252000,1,7,226,2,0,19,38
252000,4,7,4746,18,0,159,1537
252000,5,5,0,2,0,1,2
252000,7,9,7833,2052,999,999,2217500
252000,10,9,5776,29,164,453,102830
252000,13,9,13200,41,0,91,3060
252000,14,0,0,0,0,0,0
252000,16,9,503,8,319,766,204064
252000,1,7,226,2,0,19,38
252000,4,7,4746,18,0,159,1537
252000,5,5,0,2,0,1,2
252000,7,9,7833,2052,999,999,2217500
252000,10,9,5776,29,164,453,102830
252000,13,9,13200,41,0,91,3060
252000,14,0,0,0,0,0,0
252000,16,9,503,8,319,766,204064
253000,1,7,243,2,0,18,36
253000,4,7,4738,18,0,153,1514
253000,5,5,0,2,0,1,2
253000,7,9,14035,1014,1000,1000,1866842
253000,10,9,0,2,45,337,62179
253000,13,9,7520,17,0,36,480
253000,14,0,0,0,0,0,0
253000,16,9,15633,522,220,557,120785
254000,1,7,241,2,0,19,38
254000,4,7,4778,18,0,153,1497
254000,5,5,0,2,0,1,2
254000,7,9,0,1076,1000,1000,1073474
254000,10,9,13830,979,698,1000,492253
254000,13,9,5792,3,0,26,80
